INST_NO,inst_name,LATITUDE,LONGITUDE
5320,St. Joseph's Health Care London-St. Joseph's,43.000066944,-81.253878
5321,St. Joseph's Health Care London-Southwest Centre for Forensic Mental Health Care,42.740436952,-81.19213295
5322,Joseph Brant Hospital,43.317733841,-79.80366892
5323,Manitouwadge General Hospital,49.12743036,-85.82431623
5324,Bingham Memorial Hospital,48.539308905,-80.46976525
5325,Mattawa General Hospital,46.311368052,-78.71519556
5326,Georgian Bay General Hospital - Midland,44.741877543,-79.91164133
5327,Kemptville District Hospital,45.009416053,-75.64147415
5328,West Haldimand General,42.957623199,-80.04546604
5329,Southlake Regional Health Centre,44.06085643,-79.45261984
5330,Nipigon District Memorial Hospital,49.01489976,-88.27436745
5331,Children's Hospital of Eastern Ontario,45.399046146,-75.65275681
5332,Hôpital Montfort,45.44399168,-75.63841269
5333,Pembroke Regional  Hospital,45.813898829,-77.1080447
5334,St. Francis Memorial Hospital,45.482686839,-77.69384503
5335,Peterborough Regional Health Centre,44.30090349,-78.34592675
5336,Queensway Carleton Hospital,45.333895012,-75.80474882
5337,St. Joseph's Care Group,48.437918777,-89.22302967
5338,Manitoulin Health Centre-Little Current,45.97904477,-81.92682953
5339,Manitoulin Health Centre-Mindemoya,45.737945464,-82.16748567
5340,Renfrew Victoria Hospital,45.482492923,-76.69729637
5341,Hotel Dieu Shaver Health and Rehabilitation Centre,43.123091306,-79.24340249
5342,St Marys Memorial Hospital,43.25841477,-81.1517911
5343,St. Thomas Elgin General Hospital,42.76425312,-81.18148333
5344,Hawkesbury and District General Hospital,45.598755903,-74.60791892
5345,Seaforth Community Hospital,43.551629267,-81.38571314
5346,Glengarry Memorial Hospital,45.307000167,-74.64530826
5347,Norfolk General Hospital,42.834778024,-80.31408437
5348,Smooth Rock Falls Hospital,49.273019554,-81.61212002
5349,Stratford General Hospital,43.368721684,-80.9954347
5350,Strathroy Middlesex General Hospital,42.960909953,-81.6346825
5351,Tillsonburg District Memorial,42.863208889,-80.73469363
5352,Lake-of-the-Woods District Hospital,49.76687123,-94.49939188
5353,Baycrest Hospital,43.730327427,-79.43235702
5354,Hospital for Sick Children,43.656560333,-79.38885116
5355,Runnymede Healthcare Centre,43.664105029,-79.48143778
5356,Salvation Army Toronto Grace Health Centre,43.667292834,-79.33794579
5357,Toronto East Health Network-Michael Garron Hospital,43.689595,-79.326118
5359,West Nipissing General Hospital,46.372396573,-79.91570966
5360,Winchester District Memorial Hospital,45.088452395,-75.35239482
5361,Temiskaming Hospital,47.4943343,-79.69562316
5362,Wingham and District Hospital,43.884610529,-81.30621636
5363,Woodstock Hospital,43.1086531,-80.75387693
5364,Red Lake Margaret Cochenour Memorial Hospital,51.014021938,-93.82074858
5365,Riverside Health Care-Emo,48.63094205,-93.8419692
5366,Riverside Health Care-La Verendrye,48.607128004,-93.39258612
5367,Riverside Health Care-Rainy River,48.718514801,-94.5686064
5368,Oak Valley Health-Markham Stouffville Hospital,43.88478379,-79.23305185
5369,Oak Valley Health-Uxbridge Hospital,44.101958977,-79.12749153
5370,Timmins and District Hospital,48.48602823,-81.31588479
5371,Headwaters Health Care Centre-Dufferin,43.920839285,-80.0723515
5372,Hotel-Dieu Grace Healthcare,42.286708133,-83.06322757
5373,Hotel-Dieu Grace Healthcare,42.286708133,-83.06322757
5374,Hotel-Dieu Grace Healthcare,42.286708133,-83.06322757
5375,Perth and Smiths Falls District Hospital - Perth,44.905472456,-76.25353001
5376,Perth and Smiths Falls District Hospital - Smiths Falls,44.90657649,-76.02532287
5377,Grand River Hospital - Freeport,43.424157897,-80.41272433
5378,Grand River Hospital - Kitchener-Waterloo,43.4571341,-80.51155986
5379,West Parry Sound Health Centre,45.342170123,-80.01912069
5380,Bruyère Health-Élizabeth Bruyère,45.431740369,-75.6968772
5381,Windsor Regional Hospital-Mary Vale,42.289248245,-83.07302876
5382,Windsor Regional Hospital-Metropolitan,42.300944184,-82.99657898
5383,Windsor Regional Hospital-Ouellette Campus,42.3077979,-83.03270289
5384,Thunder Bay Regional Health Sciences Centre,48.421780797,-89.26766045
5385,London Health Sciences Centre-University,43.0153423,-81.27533189
5386,London Health Sciences Centre-Victoria,42.958335555,-81.22555504
5387,Haliburton Highlands Health Services - Haliburton,45.038312586,-78.52850303
5388,Holland Bloorview Kids Rehabilitation Hospital,43.717847983,-79.37268637
5389,Northumberland Hills Hospital,43.97673572,-78.19720464
5390,Humber River Health-Wilson,43.724776626,-79.49041127
5391,Hamilton Health Sciences - West Lincoln,43.187720431,-79.54213768
5392,Hamilton Health Sciences - General,43.261297483,-79.85433351
5393,Hamilton Health Sciences - Juravinski,43.23930707,-79.84535369
5394,Hamilton Health Sciences - McMaster,43.257956198,-79.91715434
5395,Hamilton Health Sciences-St. Peter's,43.245136333,-79.83711899
5396,South Bruce Grey Health Centre - Chesley,44.298969071,-81.09414441
5397,South Bruce Grey Health Centre - Durham,44.179628708,-80.82843928
5398,South Bruce Grey Health Centre - Kincardine,44.18794784,-81.62715794
5399,South Bruce Grey Health Centre - Walkerton,44.122608879,-81.1532681
5400,University Health Network,43.659578245,-79.38706438
5401,Centre for Addiction & Mental Health,43.644293159,-79.41814396
5402,Halton Healthcare Services - Georgetown,43.644231787,-79.93221803
5403,Halton Healthcare Services - Milton,43.497900055,-79.86981128
5404,Halton Healthcare Services - Oakville,43.448917192,-79.76659384
5405,William Osler Health System - Civic,43.747255654,-79.74113747
5406,William Osler Health System - Etobicoke,43.73043291,-79.60091456
5407,Lakeridge Health - Ajax,43.83787895,-79.0158433
5408,Lakeridge Health - Bowmanville,43.908874638,-78.67946254
5409,Lakeridge Health - Oshawa,43.90606337,-78.86888462
5410,Lakeridge Health - Port Perry,44.104669753,-78.95378113
5411,Sunnybrook Health Sciences Centre - Bayview Campus,43.72147819,-79.37896367
5412,Brightshores Health System-Lion's Head,44.985857885,-81.24904714
5413,Brightshores Health System-Markdale,44.317634918,-80.65087084
5414,Brightshores Health System-Meaford,44.60631879,-80.60035814
5415,Brightshores Health System-Owen Sound,44.56745188,-80.91238196
5416,Brightshores Health System-Southampton,44.493380899,-81.36586503
5417,Brightshores Health System-Wiarton,44.738326545,-81.13862259
5418,Quinte Health-North Hastings,45.055319442,-77.86335245
5419,Quinte Health-Belleville,44.16370392,-77.36490576
5420,Quinte Health-Picton,44.015973637,-77.13651134
5421,Quinte Health-Trenton,44.098996422,-77.58783746
5422,Ottawa Hospital-Civic Campus,45.391885487,-75.72084944
5423,Ottawa Hospital-General Campus,45.399418274,-75.64737191
5424,Ottawa Hospital-Rehabilitation Centre,45.399420296,-75.6473486
5425,Health Sciences North - Ramsey Lake Health Centre,46.469429689,-80.99607377
5427,University of Ottawa Heart Institute,45.394009563,-75.72243531
5428,Niagara Health System-Fort Erie,42.912862682,-78.924713
5429,Niagara Health System-Niagara Falls,43.093578126,-79.09179437
5430,Niagara Health System - Port Colborne,42.880643729,-79.25890105
5431,Niagara Health System - St. Catharines,43.15523353,-79.27725988
5432,Niagara Health System - Welland Hospital,42.980753365,-79.24912129
5433,North Wellington Health Care-Louise Marshall,43.974626347,-80.73820278
5434,North Wellington Health Care-Palmerston,43.838275966,-80.8440042
5435,Sioux Lookout Meno Ya Win Health Centre,50.10601595,-91.92542596
5436,Sault Area Hospital,46.54805611,-84.31934519
5437,Bluewater Health-Petrolia,42.878320406,-82.1479906
5438,Bluewater Health-Sarnia,42.977661364,-82.38896203
5439,Cornwall Community Hospital,45.02902152,-74.71861331
5440,Muskoka Algonquin Healthcare-Bracebridge,45.046333673,-79.31405671
5441,Muskoka Algonquin Healthcare-Huntsville,45.33894297,-79.20405045
5442,Ontario Shores Centre for Mental Health Sciences,43.850665324,-78.94378541
5443,Brant Community Healthcare - Brantford General,43.152609792,-80.27580686
5444,St. Joseph's Continuing Care Centre of Sudbury,46.467190016,-80.96759722
5445,Waypoint Centre for Mental Health Care-Regional,44.800928115,-79.92950746
5446,Weeneebayko Area Health Authority - Attawapiskat,52.924247,-82.427797
5447,Weeneebayko Area Health Authority - Fort Albany,52.206514,-81.684881
5448,Weeneebayko Area Health Authority - Moose Factory,51.25092712,-80.61654517
5449,North Bay Regional Health Centre,46.33564429,-79.49374727
5450,North Bay Regional Health Centre - Kirkwood,46.478232,-80.961808
5451,Trillium Health Partners-Credit Valley,43.56064308,-79.70473857
5452,Trillium Health Partners-Mississauga,43.572247522,-79.60962036
5453,Trillium Health Partners-Queensway,43.609672806,-79.56135702
5454,Sinai Health System-Hennick Bridgepoint,43.665952032,-79.3555059
5455,Sinai Health System - Mount Sinai,43.657697,-79.38972356
5456,North of Superior Healthcare Group-Wilson Memorial,48.718349,-86.37741837
5457,North of Superior Healthcare Group - McCausland Hospital,48.78085211,-87.10422149
5458,Kingston Health Sciences Centre - Hotel Dieu,44.23111275,-76.48614508
5459,Kingston Health Sciences Centre - Kingston General,44.224543653,-76.49286687
5460,Scarborough Health Network-Birchmount,43.80171506,-79.30801201
5461,Scarborough Health Network-Scarborough General,43.755102564,-79.24780021
5462,Scarborough Health Network-Centenary,43.78225527,-79.20644578
5463,Unity Health Toronto-Providence,43.711519088,-79.28365044
5464,Unity Health Toronto-St. Joseph's,43.63918723,-79.45011509
5465,Unity Health Toronto-St. Michael's,43.65371747,-79.37730388
5466,Chatham-Kent Health Alliance-Chatham Site,42.405876081,-82.19401363
5467,Chatham-Kent Health Alliance-Wallaceburg,42.597378512,-82.3668958
5468,Mackenzie Health-Cortellucci Vaughan Hospital,43.84810462,-79.54183515
5469,Mackenzie Health-Cortellucci Vaughan Hospital,43.84810462,-79.54183515
5470,Mackenzie Health-Cortellucci Vaughan Hospital,43.84810462,-79.54183515
5471,Mackenzie Health-Cortellucci Vaughan Hospital,43.84810462,-79.54183515
5472,Mackenzie Health-Cortellucci Vaughan Hospital,43.84810462,-79.54183515
5488,Lakeridge Health-Whitby,43.85648,-78.942794
5489,Lakeridge Health-Whitby,43.85648,-78.942794
5490,Lakeridge Health-Whitby,43.85648,-78.942794
5512,Cambridge Memorial-AHF-Clear Vision Surgical,43.410754,-80.397409
5533,Blanche River Health-Englehart,47.822972214,-79.87854588
5534,Blanche River Health-Englehart,47.822972214,-79.87854588
5535,Blanche River Health-Englehart,47.822972214,-79.87854588
5536,Blanche River Health-Englehart,47.822972214,-79.87854588
5538,Blanche River Health-Kirkland Lake,48.156267168,-80.01946608
5539,Blanche River Health-Kirkland Lake,48.156267168,-80.01946608
5540,Blanche River Health-Kirkland Lake,48.156267168,-80.01946608
5541,Blanche River Health-Kirkland Lake,48.156267168,-80.01946608
5543,Blanche River Health,48.15626717,-80.01946608
5545,Homewood Health Centre-Privately Funded Beds,43.55771624,-80.25654805
5554,North York General Hospital-NYG Finch RCC,43.772869988,-79.44810084
5556,Kitchener-Waterloo-Wilmot-Wellesley-Woolwich Assessment Centre-Westmount Plaza,43.461165,-80.538334
5557,Grand River Hospital - Kitchener-Waterloo,43.4571341,-80.51155986
5558,Joseph Brant Hospital,43.316505,-79.801338
5559,Bluewater Health Sarnia COVID Cold Flu Care Clinic,42.96897,-82.408779
5560,St. Joseph's Healthcare Hamilton-East End,43.22058016,-79.77488139
5561,Ottawa Brewer Park Arena,45.387793,-75.690632
5562,Northumberland Hills Hospital,43.97673572,-78.19720464
5563,Scarborough Health Network-Birchmount,43.80171506,-79.30801201
5564,Ross Memorial Hospital,44.3522984,-78.75156924
5565,Lakeridge Health - Oshawa,43.90606337,-78.86888462
5566,Peterborough COVID Assessment Centre-Northcrest Marina,44.30090349,-78.34592675
5567,Halton Healthcare Services - Oakville,43.448917192,-79.76659384
5568,Mackenzie Health-Cortellucci Vaughan Hospital,43.87029911,-79.44955162
5569,Southlake Regional Health Centre Assessment Centre,44.06085643,-79.45261984
5570,William Osler Health System-Peel Memorial Centre for Health & Wellness,43.69093853,-79.75121799
5571,Trillium Health Partners-Mississauga Assessment Centres,43.571979,-79.605859
5572,North York General Hospital - General Site,43.769509301,-79.36423899
5573,Humber River Hospital-Testing Centre,43.75528377,-79.52661403
5574,Toronto East Health Network-Michael Garron Hospital,43.689595,-79.326118
5575,Sunnybrook Health Sciences Centre - Bayview Campus,43.7134892,-79.3759811
5576,Women's College Hospital,43.661327,-79.387247
5577,Unity Health Toronto-St. Michael's,43.654932,-79.378641
5578,Unity Health Toronto-St. Joseph's,43.63918723,-79.45011509
5579,"Health Sciences North, HSNRI & NEOMO Assessment Centres",46.4500541,-80.9984725
5580,North Bay Regional Health Centre,46.33564429,-79.49374727
5581,Toronto East Health Network-Michael Garron Hospital,43.689595,-79.326118
5582,William Osler Health System-South Fletcher's Sportsplex,43.6527931,-79.7381452
5583,Halton Healthcare Services - Milton,43.495494,-79.870419
5584,Halton Healthcare Services - Georgetown,43.644231787,-79.93221803
5585,Trillium Health-Valley House,43.56064308,-79.70473857
5586,Cambridge Assessment Centre,43.37880489,-80.32800591
5587,Chatham-Kent Health Alliance,42.40647,-82.192059
5588,South Georgian Bay Regional Assessment Centre,44.501334,-80.205139
5589,Guelph General Assessment Centre,43.563274,-80.239723
5590,"Flu, COVID and Cold Clinic",43.257956198,-79.91715434
5591,Hanover and District Hospital,44.14202762,-81.02820725
5592,Headwaters Health Care Centre,43.920163,-80.071407
5593,Kingston Health Sciences Assessment Centre,44.232997,-76.479686
5594,Riverside Health Care-La Verendrye Assessment Centre,48.606899,-93.392503
5595,London Oakridge Arena,42.975198,-81.3064
5596,Nipigon District Memorial Hospital,49.01489976,-88.27436745
5597,North Bay Regional Health Centre,46.33564429,-79.49374727
5598,North of Superior Healthcare Group-Wilson Memorial,48.718349,-86.37741837
5599,North of Superior Health Group-McCausland Assessment Centre,48.780648,-87.104761
5600,Barrie Community Health Centre,44.347149,-79.664202
5601,Manitouwadge General Hospital,49.12743036,-85.82431623
5602,Sault Area Hospital Assessment Centre,46.548009,-84.321482
5603,Sinai Health System - Mount Sinai,43.657697,-79.38972356
5604,London Covid-19 COVID Cold Flu Care Clinic,42.997284,-81.232769
5605,Unity Health Toronto-St. Michael's,43.65371747,-79.37730388
5606,Windsor Regional Hospital-Ouellette Campus,42.3077979,-83.03270289
5607,Atikokan General Assessment Centre,48.752936,-91.60162
5608,St. Joseph's Healthcare London,42.997284,-81.232769
5609,Red Lake/Ear Falls Assessment Centre,51.015493,-93.820797
5610,Rainy River Health Centre,48.606951,-93.39262
5611,Oak Valley Health-Markham Stouffville Hospital,43.88478379,-79.23305185
5612,Timmins and District Hospital,48.485972,-81.31562
5613,Thunder Bay Regional Assessment Centre,48.421911,-89.267418
5615,Niagara Health COVID-19 COVID Cold Flu Care Clinic,43.093917,-79.088899
5616,Niagara Health System - St. Catharines,43.15523353,-79.27725988
5617,Manitoulin Health Centre-Little Current,45.97904477,-81.92682953
5618,Chapleau Health Services,47.84023086,-83.41508332
5619,Geraldton District Assessment Centre,49.722906,-86.955224
5620,Timmins and District Hospital,48.48602823,-81.31588479
5621,University Health Network-Toronto Western,43.652556,-79.405799
5622,Covid19 Centre d'evaluation Hearst,49.68657,-83.678418
5623,Smooth Rock Falls Hospital,49.278448,-81.620863
5624,Sioux Lookout Meno Ya Win Health Centre,50.10601595,-91.92542596
5625,West Parry Sound Assessment Centre,45.359481,-80.040222
5626,Mattawa General Hospital,46.3109589,-78.7135737
5627,Hawkesbury and District General Hospital,45.603828,-74.598611
5628,Renfrew County Triage and Assessment Centres,45.440918922,-76.35219901
5629,City of Greater Sudbury EMS,46.489878,-80.989848
5630,Dingwall Medical Clinic Building,49.769523,-92.840769
5631,North York General Hospital-Branson,43.772869988,-79.44810084
5632,Scarborough Health Network-Centenary,43.78225527,-79.20644578
5633,Perth and Smiths Falls District Hospital - Smiths Falls,44.90657649,-76.02532287
5634,Superior North EMS Thunder Bay Regional Community Paramedicine,48.36595,-89.281439
5635,West Ottawa Clinical Assessment Centre,45.310644,-75.82577
5636,South Bruce Grey Health Kincardine Assesment Centre,44.195091,-81.62927
5637,Espanola General Hospital,46.24785197,-81.78004889
5638,Hornepayne Community Hospital,48.76861797,-80.68564595
5639,Kapuskasing Assessment Centre,49.419513,-82.430101
5640,Anson General Hospital,49.21100821,-84.77444356
5641,Woodstock Hospital COVID Cold Flu Care Clinic,43.1086531,-80.75387693
6430,Lakeridge Health CAC and COVID Therapeutic Clinic,43.83787895,-79.0158433
6431,Brockville Assessment Centre,44.605536,-75.697941
6432,MICs Group - The Lady Minto Hospital/Boy Scout Hall,49.069642,-81.017714
6433,Chigamik Community Health Centre,44.734251,-79.871946
6434,Orillia Soldiers' Memorial Hospital,44.60462924,-79.42485038
6435,"Stevenson Memorial COVID-19, Cold and Flu Care Clinic",44.155296,-79.875971
6444,Elliot Lake Family Health Team,46.385793,-82.649538
6445,Lake-of-the-Woods District Hospital,49.76687123,-94.49939188
6446,West Nipissing General Hospital,46.366905,-79.917056
6447,Weeneebayko Area Health Authority - Moose Factory,51.25092712,-80.61654517
6448,William Osler Health System - Humber,43.723074,-79.601187
6449,Trent Hills COVID19 Assessment Centre,44.311833,-77.790929
6458,Orillia Soldiers' Memorial Hospital,44.60462924,-79.42485038
6459,Bracebridge Rotary Centre,45.037197,-79.318022
6460,Muskoka Algonquin Healthcare-Huntsville,45.33894297,-79.20405045
6461,Almonte General Hospital,45.228483727,-76.18993598
6462,Cornwall Community Hospital,45.02902152,-74.71861331
6463,Haliburton County Assessment Centre,45.038947,-78.527569
6464,"Hawkesbury COVID, Cold and Flu Clinic",45.320209,-75.103284
6465,Lennox & Addington County General Assessment Centre,44.239783,-76.969902
6467,Quinte Health,44.176037,-77.393317
6468,Winchester Assessment Centre-Lions Club Hall,45.092574,-75.350322
6469,Lennox and Addington County General Hospital,44.240369305,-76.96588938
6470,Four Counties Health Services,42.68241519,-81.78885526
6471,Stevenson Memorial Hospital,44.155273282,-79.87599703
6472,Almonte General Hospital,45.228483727,-76.18993598
6473,Arnprior Regional Health,45.440918922,-76.35219901
6474,Atikokan General Hospital,48.75360749,-91.59844063
6475,Royal Victoria Regional Health Centre,44.416182997,-79.66204133
6476,North Shore Health Network,46.185873614,-82.92537587
6477,West Park Healthcare Centre,43.688827248,-79.50798713
6478,Brockville General Hospital,44.59786157,-75.68209183
6479,Brockville General Hospital,44.59202702,-75.68319067
6480,Campbellford Memorial Hospital,44.31228116,-77.78956209
6481,Carleton Place and District Memorial Hospital,45.140770726,-76.13611544
6482,Chapleau Health Services,47.840230856,-83.41508332
6483,North York General Hospital,43.769509301,-79.36423899
6484,Clinton Public Hospital,43.621385113,-81.54264245
6485,Lady Minto Hospital,49.069716483,-81.02001451
6486,Collingwood General and Marine Hospital,44.498101142,-80.20274196
6487,Hotel Dieu Hospital of Cornwall,45.015193427,-74.7318015
6488,Deep River and District Hospital,46.09099964,-77.47642632
6489,Dryden Regional Health Centre,49.769700855,-92.83901427
6490,Haldimand War Memorial Hospital,42.906005704,-79.62425483
6491,St. Joseph's General Hospital - Elliot Lake,46.384182474,-82.66110323
6492,Royal Ottawa Health Care-Brockville Mental Health Centre,44.602782381,-75.66453889
6493,Royal Ottawa Mental Health Centre,45.387986664,-75.72997129
6494,Englehart and District Hospital,47.822972214,-79.87854588
6495,Espanola General Hospital,46.24785197,-81.78004889
6496,South Huron Hospital,43.343683613,-81.48103731
6497,Groves Memorial Community Hospital,43.709139993,-80.39223003
6498,Cambridge Memorial Hospital,43.37880489,-80.32800591
6499,Geraldton District Hospital,49.722794634,-86.95493864
6500,Alexandra Marine and General Hospital,43.750284855,-81.70601579
6501,Guelph General Hospital,43.555809663,-80.25381443
6502,St. Joseph's Health Centre Guelph,43.550927573,-80.27102844
6503,St. Joseph's Healthcare Hamilton,43.249163326,-79.86964711
6504,Hanover and District Hospital,44.14202762,-81.02820725
6505,Notre Dame Hospital,49.686849117,-83.67850471
6506,Hornepayne Community Hospital,48.76861797,-80.68564595
6507,Alexandra Hospital,43.031919609,-80.87481576
6508,Anson General Hospital,49.21100821,-84.77444356
6509,Lady Dunn Health Centre,48.000142418,-84.77256639
6510,Sensenbrenner Hospital,49.424894375,-82.42908094
6511,Providence Care Hospital,44.220393906,-76.5259062
6512,Kirkland and District Hospital,48.156267168,-80.01946608
6513,St. Mary's General Hospital,43.43817641,-80.50044803
6514,Mackenzie Health,43.870299109,-79.44955162
6515,Erie Shores Healthcare,42.049349111,-82.61491544
6516,Ross Memorial Hospital,44.3522984,-78.75156924
6517,Listowel Memorial Hospital,43.732839087,-80.95030721
6518,St. Joseph's Health Care London-St. Joseph's,43.000066944,-81.253878
6520,Joseph Brant Hospital,43.317733841,-79.80366892
6521,Manitouwadge General Hospital,49.12743036,-85.82431623
6522,Bingham Memorial Hospital,48.539308905,-80.46976525
6523,Mattawa General Hospital,46.311368052,-78.71519556
6524,Georgian Bay General Hospital,44.741877543,-79.91164133
6525,Kemptville District Hospital,45.009416053,-75.64147415
6526,West Haldimand General,42.957623199,-80.04546604
6527,Southlake Regional Health Centre,44.06085643,-79.45261984
6528,Nipigon District Memorial Hospital,49.01489976,-88.27436745
6529,Children's Hospital of Eastern Ontario,45.399046146,-75.65275681
6530,Hôpital Montfort,45.44399168,-75.63841269
6531,Pembroke Regional  Hospital,45.813898829,-77.1080447
6532,St. Francis Memorial Hospital,45.482686839,-77.69384503
6533,Peterborough Regional Health Centre,44.30090349,-78.34592675
6534,Queensway Carleton Hospital,45.333895012,-75.80474882
6535,St. Joseph's Care Group,48.437918777,-89.22302967
6536,Manitoulin Health Centre,45.97904477,-81.92682953
6537,Renfrew Victoria Hospital,45.482492923,-76.69729637
6538,Hotel Dieu Shaver Health and Rehabilitation Centre,43.123091306,-79.24340249
6539,St Marys Memorial Hospital,43.25841477,-81.1517911
6540,St. Thomas Elgin General Hospital,42.76425312,-81.18148333
6541,Hawkesbury and District General Hospital,45.598755903,-74.60791892
6542,Seaforth Community Hospital,43.551629267,-81.38571314
6543,Glengarry Memorial Hospital,45.307000167,-74.64530826
6544,Norfolk General Hospital,42.834778024,-80.31408437
6545,Smooth Rock Falls Hospital,49.273019554,-81.61212002
6546,Stratford General Hospital,43.368721684,-80.9954347
6547,Strathroy Middlesex General Hospital,42.960909953,-81.6346825
6548,Tillsonburg District Memorial,42.863208889,-80.73469363
6549,Lake-of-the-Woods District Hospital,49.76687123,-94.49939188
6550,Baycrest Hospital,43.730327427,-79.43235702
6551,Hospital for Sick Children,43.656560333,-79.38885116
6552,Runnymede Healthcare Centre,43.664105029,-79.48143778
6553,Salvation Army Toronto Grace Health Centre,43.667292834,-79.33794579
6554,Toronto East Health Network-Michael Garron Hospital,43.689595,-79.326118
6555,West Nipissing General Hospital,46.372396573,-79.91570966
6556,Winchester District Memorial Hospital,45.088452395,-75.35239482
6557,Temiskaming Hospital,47.4943343,-79.69562316
6558,Wingham and District Hospital,43.884610529,-81.30621636
6559,Woodstock Hospital,43.1086531,-80.75387693
6560,Red Lake Margaret Cochenour Memorial Hospital,51.014021938,-93.82074858
6561,Riverside Health Care-Emo,48.63094205,-93.8419692
6562,Riverside Health Care,48.607128004,-93.39258612
6563,Riverside Health Care-Rainy River,48.718514801,-94.5686064
6564,Oak Valley Health-Markham Stouffville Hospital,43.88478379,-79.23305185
6566,Timmins and District Hospital,48.48602823,-81.31588479
6567,Headwaters Health Care Centre-Dufferin,43.920839285,-80.0723515
6568,Hotel-Dieu Grace Healthcare,42.286708133,-83.06322757
6569,Hotel-Dieu Grace Healthcare,42.286708133,-83.06322757
6570,Hotel-Dieu Grace Healthcare,42.286708133,-83.06322757
6571,Perth and Smiths Falls District Hospital,44.905472456,-76.25353001
6572,Perth and Smiths Falls District Hospital - Smiths Falls,44.90657649,-76.02532287
6573,Grand River Hospital - Freeport,43.424157897,-80.41272433
6574,Grand River Hospital,43.457134104,-80.51155986
6575,West Parry Sound Health Centre,45.342170123,-80.01912069
6576,Bruyère Continuing Care,45.431740369,-75.6968772
6577,Windsor Regional Hospital,42.300944184,-82.99657898
6580,Thunder Bay Regional Health Sciences Centre,48.421780797,-89.26766045
6581,London Health Sciences Centre-Victoria,42.958335555,-81.22555504
6582,Haliburton Highlands Health Services - Haliburton,45.038312586,-78.52850303
6583,Holland Bloorview Kids Rehabilitation Hospital,43.717847983,-79.37268637
6584,Northumberland Hills Hospital,43.97673572,-78.19720464
6585,Humber River Hospital,43.724776626,-79.49041127
6586,Hamilton Health Sciences - West Lincoln,43.187720431,-79.54213768
6587,Hamilton Health Sciences,43.261297483,-79.85433351
6588,Hamilton Health Sciences - Juravinski,43.23930707,-79.84535369
6589,Hamilton Health Sciences - McMaster,43.257956198,-79.91715434
6590,Hamilton Health Sciences-St. Peter's,43.245136333,-79.83711899
6591,South Bruce Grey Health Centre - Chesley,44.298969071,-81.09414441
6592,South Bruce Grey Health Centre - Durham,44.179628708,-80.82843928
6593,South Bruce Grey Health Centre - Kincardine,44.18794784,-81.62715794
6594,South Bruce Grey Health Centre - Walkerton,44.122608879,-81.1532681
6595,University Health Network,43.659578245,-79.38706438
6596,Centre for Addiction & Mental Health,43.644293159,-79.41814396
6599,Halton Healthcare Services,43.448917192,-79.76659384
6601,William Osler Health System,43.747255654,-79.74113747
6602,Lakeridge Health,43.906063367,-78.86888462
6603,Sunnybrook Health Sciences Centre,43.721478189,-79.37896367
6604,Brightshores Health System,44.985857885,-81.24904714
6610,Quinte Health-North Hastings,45.055319442,-77.86335245
6611,Quinte Health,44.16370392,-77.36490576
6612,Quinte Health-Picton,44.015973637,-77.13651134
6613,Quinte Health-Trenton,44.098996422,-77.58783746
6614,Ottawa Hospital-Civic Campus,45.391885487,-75.72084944
6615,Ottawa Hospital,45.399418274,-75.64737191
6616,Health Sciences North,46.469429689,-80.99607377
6617,University of Ottawa Heart Institute,45.394009563,-75.72243531
6618,Niagara Health System-Fort Erie,42.912862682,-78.924713
6619,Niagara Health System-Niagara Falls,43.093578126,-79.09179437
6620,Niagara Health System - Port Colborne,42.880643729,-79.25890105
6621,Niagara Health System,43.155233532,-79.27725988
6622,Niagara Health System - Welland Hospital,42.980753365,-79.24912129
6623,North Wellington Health Care,43.974626347,-80.73820278
6624,North Wellington Health Care-Palmerston,43.838275966,-80.8440042
6625,Sioux Lookout Meno Ya Win Health Centre,50.10601595,-91.92542596
6626,Sault Area Hospital,46.54805611,-84.31934519
6628,Bluewater Health,42.977661364,-82.38896203
6629,Cornwall Community Hospital,45.02902152,-74.71861331
6630,Muskoka Algonquin Healthcare-Bracebridge,45.046333673,-79.31405671
6631,Muskoka Algonquin Healthcare-Huntsville,45.33894297,-79.20405045
6632,Ontario Shores Centre for Mental Health Sciences,43.850665324,-78.94378541
6633,Brant Community Healthcare,43.152609792,-80.27580686
6634,St. Joseph's Continuing Care Centre of Sudbury,46.467190016,-80.96759722
6635,Waypoint Centre for Mental Health Care,44.800928115,-79.92950746
6636,Weeneebayko Area Health Authority - Attawapiskat,52.924247,-82.427797
6637,Weeneebayko Area Health Authority - Fort Albany,52.206514,-81.684881
6638,Weeneebayko Area Health Authority,51.250927124,-80.61654517
6639,North Bay Regional Health Centre,46.33564429,-79.49374727
6641,Trillium Health Partners,43.560643077,-79.70473857
6642,Trillium Health Partners-Mississauga,43.572247522,-79.60962036
6643,Trillium Health Partners-Queensway,43.609672806,-79.56135702
6644,Sinai Health System,43.657696998,-79.38972356
6646,North of Superior Healthcare Group-Wilson Memorial,48.718349,-86.37741837
6647,North of Superior Healthcare Group,48.78085211,-87.10422149
6649,Kingston Health Sciences Centre,44.224543653,-76.49286687
6651,Scarborough Health Network,43.801715061,-79.30801201
6653,Unity Health Toronto,43.639187233,-79.45011509
6656,Chatham-Kent Health Alliance,42.405876081,-82.19401363
6657,Chatham-Kent Health Alliance-Wallaceburg,42.597378512,-82.3668958
6658,Orillia Soldiers' Memorial Hospital,44.60462924,-79.42485038
